CodCirc,COM,DIV,DSV,DVC,DVD,DVG,ECO,ENS,EXD,EXG,FI,HOR,LR,RDG,REC,REG,RN,SOC,UDI,UG,UXD,VEC
3001,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
3002,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,True,False,False
3003,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False
3004,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
3005,False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True,False
3006,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False
3101,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
3102,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
3103,False,False,False,True,True,True,True,True,False,True,False,False,True,False,True,True,True,False,False,True,False,False
3104,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
3105,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,True,False,False
3106,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
3107,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
3108,False,False,True,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
3109,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
3110,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
3201,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,True,False,False,True,False,False
3202,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False,False
3301,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
3302,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,True,False,False,True,False,False
3303,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
3304,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
3305,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3306,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
3307,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
3308,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
3309,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
3310,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3311,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3312,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3401,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False
3402,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,True,False,False
3403,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
3404,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
3405,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
3406,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3407,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3408,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3409,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False
3501,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False
3502,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
3503,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
3504,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
3505,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3506,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3507,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3508,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False
3601,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
3602,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
3701,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
3702,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
3703,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False
3704,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
3705,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
3801,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False
3802,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
3803,False,False,False,False,False,True,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False
3804,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False
3805,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
3806,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
3807,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
3808,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False
3809,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
3810,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
3901,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3902,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
3903,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
4001,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
4002,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,True,False,False,True,False,False
4003,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,True,False,False,True,False,False
4101,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
4102,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False
4103,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
4201,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
4202,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False
4203,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
4204,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
4205,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False
4206,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
4301,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
4302,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
4401,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
4402,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
4403,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False
4404,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
4405,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
4406,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
4407,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False
4408,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
4409,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False
4410,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
4501,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
4502,False,False,False,False,False,True,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
4503,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
4504,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
4505,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
4506,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
4601,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
4602,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
4701,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
4702,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
4703,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
4801,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
4901,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
4902,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
4903,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
4904,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
4905,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False
4906,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
4907,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
5001,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
5002,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
5003,False,True,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False
5004,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False
5101,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
5102,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
5103,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False
5104,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
5105,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
5201,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
5202,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
5301,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False
5302,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
5303,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
5401,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
5402,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
5403,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
5404,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
5405,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False
5406,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
5501,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
5502,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
5601,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
5602,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
5603,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
5604,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
5605,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
5606,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
5701,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
5702,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
5703,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False
5704,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,True,False,False,True,False,False
5705,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False,True,False,False
5706,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
5707,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
5708,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
5709,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
5801,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
5802,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
5901,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
5902,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
5903,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
5904,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
5905,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
5906,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False
5907,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
5908,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
5909,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
5910,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
5911,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
5912,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
5913,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
5914,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
5915,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
5916,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
5917,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
5918,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
5919,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
5920,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False
